eps,index,u,v
0.03,25,1.203386783600e+01,7.292305946350e+00
0.03,26,1.336230659485e+01,6.632358074188e+00
0.03,27,1.321596145630e+01,8.121472358704e+00
0.03,28,1.230756568909e+01,7.163630962372e+00
0.03,29,4.481070518494e+00,1.012221717834e+01
0.03,30,8.026991844177e+00,1.020572185516e+01
0.03,31,9.413137435913e+00,5.519846916199e+00
0.03,32,1.157743072510e+01,8.812838554382e+00
0.03,33,9.966038703918e+00,1.150972366333e+01
0.03,34,5.173147678375e+00,1.077311611176e+01
0.03,35,1.321996879578e+01,1.000274181366e+01
0.03,36,9.147979736328e+00,8.961161613464e+00
0.03,37,1.243968772888e+01,7.592929363251e+00
0.03,38,9.874915122986e+00,6.789490222931e+00
0.03,39,1.284461593628e+01,1.115083599091e+01
0.03,40,1.325426101685e+01,1.278474617004e+01
0.03,41,1.203600311279e+01,9.781006813049e+00
0.03,42,1.248418426514e+01,6.960019111633e+00
0.03,43,1.209939765930e+01,8.325377464294e+00
0.03,44,7.850256919861e+00,1.111211204529e+01
0.03,45,8.341872215271e+00,1.087496948242e+01
0.03,46,9.866622924805e+00,8.848599433899e+00
0.03,47,1.321625518799e+01,7.893450260162e+00
0.03,48,8.330672264099e+00,7.240566730499e+00
0.03,49,1.370871925354e+01,8.081964492798e+00
0.03,50,4.607430934906e+00,1.141073226929e+01
0.03,51,1.397243881226e+01,1.069710063934e+01
0.03,52,1.482113742828e+01,1.042613697052e+01
0.03,53,1.389073181152e+01,1.107956504822e+01
0.03,54,1.213952064514e+01,5.647776126862e+00
0.03,55,1.138928318024e+01,1.135061264038e+01
0.03,56,6.930723190308e+00,8.251115798950e+00
0.03,57,1.465184783936e+01,1.274061584473e+01
0.03,58,1.235621452332e+01,8.210933685303e+00
0.03,59,1.172821903229e+01,9.469711303711e+00
0.03,60,1.215192031860e+01,1.026550579071e+01
0.03,61,9.092213630676e+00,6.481872081757e+00
0.03,62,1.172832965851e+01,7.824638366699e+00
0.03,63,1.019829940796e+01,1.078936386108e+01
0.03,64,1.156247520447e+01,7.602584838867e+00
0.03,65,1.184567165375e+01,1.055669689178e+01
0.03,66,1.317617988586e+01,7.974924087524e+00
0.03,67,8.289361953735e+00,6.754549026489e+00
0.03,68,1.469684886932e+01,1.059532070160e+01
0.03,69,1.024259567261e+01,1.127778244019e+01
0.03,70,1.158981227875e+01,1.163315963745e+01
0.03,71,1.383871078491e+01,9.630414962769e+00
0.03,72,1.408702182770e+01,9.418745040894e+00
0.03,73,1.174652576447e+01,1.177518081665e+01
0.03,74,1.417669677734e+01,1.008374500275e+01
0.03,75,1.413631820679e+01,1.007721614838e+01
0.03,76,1.248318386078e+01,8.165027618408e+00
0.03,77,8.311148643494e+00,4.846717357635e+00
0.03,78,1.252788925171e+01,8.224667549133e+00
0.03,79,1.428912639618e+01,8.892318725586e+00
0.03,80,1.080573081970e+01,7.114420890808e+00
0.03,81,1.449879837036e+01,1.035269355774e+01
0.03,82,1.187401008606e+01,1.025055885315e+01
0.03,83,1.242292118073e+01,7.288584232330e+00
0.03,84,1.452408218384e+01,7.736528873444e+00
0.03,85,1.404425716400e+01,6.891000270844e+00
0.03,86,1.133643150330e+01,6.493250370026e+00
0.03,87,1.036270046234e+01,8.589497566223e+00
0.03,88,1.380533027649e+01,9.473361015320e+00
0.03,89,9.403811454773e+00,1.007909297943e+01
0.03,90,1.194245529175e+01,6.547881603241e+00
0.03,91,9.998060226440e+00,9.289288520813e+00
0.03,92,1.034719085693e+01,9.336570739746e+00
0.03,93,1.064751911163e+01,8.511341094971e+00
0.03,94,1.145931816101e+01,1.168372344971e+01
0.03,95,8.939161300659e+00,9.210310935974e+00
0.03,96,1.253111171722e+01,9.766598701477e+00
0.03,97,1.386988639832e+01,1.319672107697e+01
0.03,98,1.269076538086e+01,5.435812473297e+00
0.03,99,1.199023628235e+01,7.761451721191e+00
0.03,100,1.139499187469e+01,9.800521850586e+00
0.03,101,1.340699768066e+01,8.909327507019e+00
0.03,102,1.090580177307e+01,8.184244155884e+00
0.03,103,1.269963550568e+01,8.405677795410e+00
0.03,104,1.163311672211e+01,1.117301845551e+01
0.03,105,1.137987613678e+01,9.985479354858e+00
0.03,106,9.674902915955e+00,1.063610172272e+01
0.03,107,1.037572765350e+01,1.234406185150e+01
0.03,108,1.036824035645e+01,9.290300369263e+00
0.03,109,1.219141197205e+01,1.253960323334e+01
0.03,110,1.466945266724e+01,8.290471076965e+00
0.03,111,1.120976543427e+01,1.238929080963e+01
0.03,112,1.022233104706e+01,8.619212150574e+00
0.03,113,1.430630874634e+01,1.312035274506e+01
0.03,114,1.329834938049e+01,9.401694297791e+00
0.03,115,1.057887649536e+01,1.081908988953e+01
0.03,116,1.317868709564e+01,9.986586570740e+00
0.03,117,1.183252239227e+01,1.313500976562e+01
0.03,118,1.098796463013e+01,7.270752906799e+00
0.03,119,8.564239501953e+00,7.708459854126e+00
0.03,120,6.940060615540e+00,1.148934936523e+01
0.03,121,1.144646739960e+01,6.111122131348e+00
0.03,122,1.071161842346e+01,9.201216697693e+00
0.03,123,1.363763618469e+01,7.345042228699e+00
0.03,124,1.210382747650e+01,1.210163688660e+01
0.03,125,1.215319061279e+01,1.087250041962e+01
0.03,126,1.193636989594e+01,5.186907291412e+00
0.03,127,9.263204574585e+00,7.386085510254e+00
0.03,128,1.237344455719e+01,9.050784111023e+00
0.03,129,1.274583530426e+01,1.006284713745e+01
0.03,130,1.111434268951e+01,6.659876346588e+00
0.03,131,1.409398174286e+01,7.525764465332e+00
0.03,132,1.090965270996e+01,9.894144058228e+00
0.03,133,1.287925243378e+01,1.051746845245e+01
0.03,134,1.055160999298e+01,1.009410190582e+01
0.03,135,6.776039123535e+00,7.712102890015e+00
0.03,136,1.291258430481e+01,8.527256011963e+00
0.03,137,1.365440464020e+01,8.048225402832e+00
0.03,138,7.846220016479e+00,9.390169143677e+00
0.03,139,1.136266708374e+01,6.293979167938e+00
0.03,140,1.167149829865e+01,1.133876609802e+01
0.03,141,1.403711032867e+01,7.511900901794e+00
0.03,142,1.083425235748e+01,1.113842773438e+01
0.03,143,1.049416828156e+01,9.771990776062e+00
0.03,144,1.251764297485e+01,1.047110748291e+01
0.03,145,1.254494571686e+01,7.824884891510e+00
0.03,146,1.177174282074e+01,1.314136600494e+01
0.03,147,1.340624713898e+01,8.223630905151e+00
0.03,148,1.121479988098e+01,7.002633094788e+00
0.03,149,1.048427486420e+01,1.006587505341e+01
0.03,150,1.041678428650e+01,7.569190025330e+00
0.03,151,1.205081653595e+01,1.037123870850e+01
0.03,152,1.269081401825e+01,1.126533889771e+01
0.03,153,1.209899139404e+01,1.459410381317e+01
0.03,154,1.147043418884e+01,9.159605979919e+00
0.03,155,1.164363002777e+01,5.589517593384e+00
0.03,156,1.078638458252e+01,1.497138118744e+01
0.03,157,8.426414489746e+00,1.238022708893e+01
0.03,158,1.037143898010e+01,1.136062240601e+01
0.03,159,1.321306419373e+01,8.988192558289e+00
0.03,160,1.446048355103e+01,4.372787475586e+00
0.03,161,1.188661956787e+01,9.136836051941e+00
0.03,162,8.622703552246e+00,8.568978309631e+00
0.03,163,1.200706195831e+01,9.883986473083e+00
0.03,164,8.981982231140e+00,9.614351272583e+00
0.03,165,1.381325817108e+01,8.900733947754e+00
0.03,166,7.555246353149e+00,9.486241340637e+00
0.03,167,9.071596145630e+00,8.512866020203e+00
0.03,168,3.374804019928e+00,1.110749721527e+01
0.03,169,1.418857097626e+01,8.265241622925e+00
0.03,170,1.318520450592e+01,1.273674869537e+01
0.03,171,9.478452682495e+00,9.702820777893e+00
0.03,172,7.798861026764e+00,7.799647331238e+00
0.03,173,4.345767498016e+00,6.166518688202e+00
0.03,174,1.164449119568e+01,1.049980354309e+01
0.03,175,8.181544303894e+00,6.558102607727e+00
0.03,176,1.055720138550e+01,7.759523391724e+00
0.03,177,1.012899017334e+01,7.454453945160e+00
0.03,178,1.024066162109e+01,6.415059566498e+00
0.03,179,1.132013225555e+01,8.509896278381e+00
0.03,180,1.265271282196e+01,8.914756774902e+00
0.03,181,1.129994010925e+01,6.967159271240e+00
0.03,182,1.174401569366e+01,9.314864158630e+00
0.03,183,1.328625106812e+01,8.113344192505e+00
0.03,184,1.244857215881e+01,6.727777481079e+00
0.03,185,1.079316806793e+01,1.015753173828e+01
0.03,186,1.302138137817e+01,6.653286933899e+00
0.03,187,1.337677192688e+01,8.612698554993e+00
0.03,188,1.270862674713e+01,1.030776309967e+01
0.03,189,1.043058490753e+01,5.494070529938e+00
0.03,190,1.344095993042e+01,1.102544879913e+01
0.03,191,1.389727783203e+01,9.155158996582e+00
0.03,192,1.295466709137e+01,9.756297111511e+00
0.03,193,1.040440273285e+01,6.889162063599e+00
0.03,194,9.848065376282e+00,1.185991477966e+01
0.03,195,1.313542175293e+01,1.359790420532e+01
0.03,196,3.406263351440e+00,8.920182228088e+00
0.03,197,9.098429679871e+00,9.575229644775e+00
0.03,198,1.208722877502e+01,4.216021537781e+00
0.03,199,1.094654083252e+01,7.915392875671e+00
0.03,200,1.231645965576e+01,1.008782100677e+01
0.03,201,7.549455642700e+00,7.311373710632e+00
0.03,202,1.082662010193e+01,9.036173820496e+00
0.03,203,9.009883880615e+00,1.037551784515e+01
0.03,204,8.560200691223e+00,9.585919380188e+00
0.03,205,1.105037117004e+01,1.170652580261e+01
0.03,206,1.246192646027e+01,8.073196411133e+00
0.03,207,6.256600379944e+00,1.180591678619e+01
0.03,208,1.231329536438e+01,4.751173019409e+00
0.03,209,8.190918922424e+00,1.242402648926e+01
0.03,210,1.353878211975e+01,8.288908004761e+00
0.03,211,1.214405441284e+01,1.375848960876e+01
0.03,212,1.165381240845e+01,5.608279705048e+00
0.03,213,9.551665306091e+00,8.254024505615e+00
0.03,214,1.118005275726e+01,9.432395935059e+00
0.03,215,9.558504104614e+00,9.072147369385e+00
0.03,216,7.387573242188e+00,8.590186119080e+00
0.03,217,1.290734767914e+01,8.456843376160e+00
0.03,218,1.107102870941e+01,1.036837387085e+01
0.03,219,1.307623767853e+01,1.159412193298e+01
0.03,220,1.471898746490e+01,8.271349906921e+00
0.03,221,1.254121589661e+01,8.458374023438e+00
0.03,222,1.420026206970e+01,8.990763664246e+00
0.03,223,1.023674583435e+01,7.215626239777e+00
0.03,224,1.072824668884e+01,7.942333221436e+00
0.03,225,8.642497062683e+00,4.502843379974e+00
0.03,226,4.515562057495e+00,1.137219524384e+01
0.03,227,9.597073554993e+00,7.734934329987e+00
0.03,228,1.362626838684e+01,6.603890895844e+00
0.03,229,9.386918067932e+00,7.995578289032e+00
0.03,230,1.041718864441e+01,1.072395229340e+01
0.03,231,1.076683235168e+01,8.321826934814e+00
0.03,232,9.657838821411e+00,9.420579910278e+00
0.03,233,1.230265140533e+01,8.696568489075e+00
0.03,234,1.413944530487e+01,9.400038719177e+00
0.03,235,1.423414802551e+01,8.391503334045e+00
0.03,236,9.991504669189e+00,1.065555191040e+01
0.03,237,1.088525104523e+01,6.708681583405e+00
0.03,238,1.199538898468e+01,1.269128704071e+01
0.03,239,4.663794994354e+00,1.031026268005e+01
0.03,240,1.239915561676e+01,1.192919063568e+01
0.03,241,9.852573394775e+00,9.368754386902e+00
0.03,242,1.149630737305e+01,1.290669250488e+01
0.03,243,7.848986148834e+00,9.159976005554e+00
0.03,244,1.345993423462e+01,1.347639942169e+01
0.03,245,1.277427291870e+01,6.419128417969e+00
0.03,246,8.372505187988e+00,1.050387001038e+01
0.03,247,1.162225341797e+01,9.756005287170e+00
0.03,248,1.441813468933e+01,7.516341209412e+00
0.03,249,9.800519943237e+00,7.758327007294e+00
0.03,250,1.178791904449e+01,9.348463058472e+00
0.03,251,1.107334136963e+01,1.558896160126e+01
0.03,252,1.299047374725e+01,1.147599983215e+01
0.03,253,4.319949626923e+00,9.807645797729e+00
0.03,254,9.349102973938e+00,1.004253864288e+01
0.03,255,8.445078849792e+00,1.208353805542e+01
